tweet_id,retweet_count,favorite_count
807106840509214720,57190,121636
807059379405148160,7565,0
807010152071229440,3969,13415
806629075125202948,35763,76873
806620845233815552,5694,0
806576416489959424,2004,5025
806542213899489280,2429,10501
806242860592926720,11988,0
806219024703037440,1224,6601
805958939288408065,5520,0
805932879469572096,1974,8496
805826884734976000,1883,6748
805823200554876929,8276,0
805520635690676224,1712,5903
805487436403003392,2595,9027
805207613751304193,1769,8028
804738756058218496,3933,14066
804475857670639616,2074,6299
804413760345620481,3331,0
804026241225523202,16657,45788
803773340896923648,2828,10342
803692223237865472,7648,0
803638050916102144,4268,11255
803380650405482500,1922,7982
803321560782307329,5485,0
803276597545603072,2530,10309
802952499103731712,2072,9268
802624713319034886,2994,0
802600418706604034,1513,7300
802572683846291456,2586,9186
802323869084381190,6006,16676
802265048156610565,1416,6960
802239329049477120,2699,9320
802185808107208704,279,0
801958328846974976,1759,7956
801854953262350336,243,1828
801538201127157760,2125,8444
801285448605831168,849,6223
801167903437357056,6109,25180
801127390143516673,4068,0
801115127852503040,2171,8305
800859414831898624,98,705
800855607700029440,1662,0
800751577355128832,2878,10853
800513324630806528,3082,13506
800459316964663297,2236,9772
800443802682937345,4450,0
800388270626521089,2893,11477
800188575492947969,4069,0
800141422401830912,2625,15733
800018252395122689,13580,29177
799774291445383169,4835,0
799757965289017345,2223,8641
799422933579902976,1980,8284
799308762079035393,5636,0
799297110730567681,2848,10179
799063482566066176,2538,8302
798933969379225600,4615,13467
798925684722855936,1479,7688
798705661114773508,6848,0
798701998996647937,8032,0
798697898615730177,6692,0
798694562394996736,5118,0
798686750113755136,2405,0
798682547630837760,4858,0
798673117451325440,5709,0
798665375516884993,4029,0
798644042770751489,1906,0
798628517273620480,2035,0
798585098161549313,5893,0
798576900688019456,6027,0
798340744599797760,3454,0
798209839306514432,2631,10719
797971864723324932,3202,11947
797545162159308800,5017,14961
797236660651966464,6798,20520
797165961484890113,27,231
796904159865868288,9196,0
796865951799083009,1973,7905
796759840936919040,3141,12174
796563435802726400,7485,0
796484825502875648,1815,7789
796387464403357696,4285,11320
796177847564038144,14733,0
796149749086875649,14733,33193
796125600683540480,1863,5101
796116448414461957,2486,9369
796080075804475393,2388,8690
796031486298386433,3832,11122
795464331001561088,24421,51086
795400264262053889,2967,10365
795076730285391872,5594,16672
794983741416415232,3483,0
794926597468000259,2382,10559
794355576146903043,10624,0
794332329137291264,2749,9839
794205286408003585,3410,9482
793962221541933056,5042,17313
793845145112371200,1927,9494
793614319594401792,3231,0
793601777308463104,1678,8205
793500921481273345,2452,10985
793286476301799424,9455,25295
793271401113350145,2465,8951
793256262322548741,8609,20563
793241302385262592,3390,10830
793226087023144960,2950,10125
793210959003287553,2879,9185
793195938047070209,5812,15741
793180763617361921,2070,7150
793165685325201412,2868,9699
793150605191548928,1747,6361
793135492858580992,2564,6638
793120401413079041,4031,13061
792913359805018113,4093,14735
792883833364439040,4399,11640
792773781206999040,1730,7571
792394556390137856,4427,13841
792050063153438720,1862,7377
791821351946420224,21736,0
791784077045166082,9899,0
791780927877898241,3940,0
791774931465953280,22892,46400
791672322847637504,3231,12091
791406955684368384,4245,13494
791312159183634433,2615,9038
791026214425268224,4221,0
790987426131050500,2200,10127
790946055508652032,4829,17109
790723298204217344,2386,0
790698755171364864,1984,8446
790581949425475584,7385,21234
790337589677002753,1929,8053
790277117346975746,3263,12899
790227638568808452,3673,0
789986466051088384,2386,9514
789960241177853952,4238,0
789903600034189313,4242,10656
789628658055020548,1825,7702
789599242079838210,1980,6956
789530877013393408,3483,12072
789314372632018944,2361,8892
789280767834746880,5097,0
789268448748703744,2678,9360
789137962068021249,2886,9996
788908386943430656,12809,28152
788765914992902144,10624,28116
788552643979468800,7408,0
788412144018661376,5423,15995
788178268662984705,2157,7433
788150585577050112,1328,6288
788070120937619456,3525,0
788039637453406209,1360,6290
787810552592695296,3142,8881
787717603741622272,2858,10533
787397959788929025,2916,11166
787322443945877504,1787,8006
787111942498508800,6927,0
786963064373534720,8194,27322
786729988674449408,2484,0
786709082849828864,6279,18717
786664955043049472,2632,10903
786595970293370880,3200,9684
786363235746385920,3606,11180
786286427768250368,2927,8180
786233965241827333,4889,15669
786051337297522688,159,1466
786036967502913536,7224,0
785927819176054784,3267,11685
785872687017132033,1869,6868
785639753186217984,2294,8040
785533386513321988,2044,9351
785515384317313025,1294,6268
785264754247995392,1682,7441
785170936622350336,4967,12351
784826020293709826,3331,10375
784517518371221505,2599,9206
784431430411685888,1309,5853
784183165795655680,8276,20613
784057939640352768,11424,30554
783839966405230592,11059,30779
783821107061198850,2019,7536
783695101801398276,3301,10714
783466772167098368,2309,8671
783391753726550016,5637,17305
783347506784731136,5698,0
783334639985389568,11988,29867
783085703974514689,2256,8358
782969140009107456,7565,24716
782747134529531904,1443,7656
782722598790725632,5520,17715
782598640137187329,1923,7989
782305867769217024,5720,17064
782021823840026624,6367,0
781955203444699136,3456,11401
781661882474196992,2785,10693
781655249211752448,1153,4091
781524693396357120,5694,21245
781308096455073793,2611,7317
781251288990355457,2125,8622
781163403222056960,2798,10038
780931614150983680,7485,22151
780858289093574656,2051,7357
780800785462489090,1328,5620
780601303617732608,3422,12392
780543529827336192,1778,6461
780496263422808064,3795,0
780476555013349377,116,0
780459368902959104,1103,5420
780192070812196864,2296,8910
780092040432480260,2351,0
780074436359819264,5085,12484
779834332596887552,7224,19371
779377524342161408,3176,9017
779124354206535695,18769,0
779056095788752897,4630,15117
778990705243029504,7380,20444
778774459159379968,10144,0
778764940568104960,373,888
778748913645780993,1340,7055
778650543019483137,1547,5904
778624900596654080,1031,4738
778408200802557953,4443,13930
778396591732486144,12530,0
778383385161035776,1126,5972
778286810187399168,3370,10630
778039087836069888,2700,8684
778027034220126208,1652,6691
777953400541634568,3607,0
777885040357281792,1663,6501
777684233540206592,2994,11475
777641927919427584,4321,0
777621514455814149,2552,8968
777189768882946048,4388,14590
776819012571455488,14002,0
776813020089548800,1237,4981
776477788987613185,2837,9022
776249906839351296,9354,0
776218204058357768,16224,30565
776201521193218049,2565,9823
776113305656188928,4450,12010
776088319444877312,154,1884
775898661951791106,16914,0
775842724423557120,2715,11960
775733305207554048,4068,14148
775729183532220416,4686,13235
775364825476165632,3037,7560
775350846108426240,3991,10382
775085132600442880,4835,15892
774757898236878852,1821,8777
774639387460112384,1761,6878
774314403806253056,5636,22217
773985732834758656,3956,10959
773922284943896577,1781,6531
773704687002451968,1659,6742
773670353721753600,1336,5451
773547596996571136,6298,22564
773336787167145985,5186,0
773308824254029826,7614,23758
773247561583001600,3302,9643
773191612633579521,4227,10202
772877495989305348,3955,8745
772826264096874500,2397,8216
772615324260794368,3445,0
772581559778025472,1723,6629
772193107915964416,1420,6162
772152991789019136,1152,3884
772117678702071809,753,3844
772114945936949249,475,2777
772102971039580160,954,4079
771908950375665664,1937,6713
771770456517009408,3454,12238
771500966810099713,2655,8423
771380798096281600,5186,10704
771171053431250945,7642,0
771136648247640064,2979,9333
771102124360998913,1464,6362
771014301343748096,1683,7014
770787852854652928,1224,5023
770772759874076672,1443,5282
770655142660169732,1798,7477
770414278348247044,2135,6436
770293558247038976,1507,6368
770093767776997377,3114,0
770069151037685760,2334,7727
769940425801170949,9742,31962
769695466921623552,1700,6530
769335591808995329,7868,0
769212283578875904,1754,5505
768970937022709760,6630,14644
768909767477751808,2730,0
768855141948723200,903,4279
768609597686943744,1226,4199
768596291618299904,1301,5131
768554158521745409,5935,0
768473857036525572,3487,13863
768193404517830656,3607,11078
767884188863397888,1410,4832
767754930266464257,5485,16292
767500508068192258,2378,7634
767191397493538821,3834,12503
767122157629476866,2906,10351
766864461642756096,5736,0
766793450729734144,1374,5160
766714921925144576,384,2648
766693177336135680,812,4085
766423258543644672,1618,6116
766313316352462849,1915,6905
766078092750233600,2674,0
766069199026450432,866,4314
766008592277377025,504,3811
765719909049503744,2184,7357
765669560888528897,1243,5279
765395769549590528,3436,26999
765371061932261376,2196,7199
765222098633691136,3445,11837
764857477905154048,1803,6564
764259802650378240,1528,6121
763956972077010945,56,767
763837565564780549,4221,12792
763183847194451968,1495,5460
763167063695355904,3073,0
763103485927849985,2323,7477
762699858130116608,3673,12351
762471784394268675,6540,11400
762464539388485633,4238,10481
762316489655476224,1138,4880
762035686371364864,15788,32407
761976711479193600,2039,5487
761750502866649088,3979,0
761745352076779520,877,4330
761672994376806400,29533,50263
761599872357261312,1200,4189
761371037149827077,18330,0
761334018830917632,1472,5269
761292947749015552,1098,4549
761227390836215808,1592,5393
761004547850530816,3525,11495
760893934457552897,989,3875
760656994973933572,1934,6703
760641137271070720,1317,5040
760539183865880579,3684,7691
760521673607086080,1409,4281
760290219849637889,11680,27218
760252756032651264,884,3997
760190180481531904,1833,5780
760153949710192640,31,0
759943073749200896,2104,6039
759923798737051648,5736,14890
759846353224826880,2010,6826
759793422261743616,1944,6055
759557299618865152,1205,4777
759447681597108224,2484,8613
759446261539934208,495,1698
759197388317847553,1975,6171
759159934323924993,1176,0
759099523532779520,4235,14717
759047813560868866,2055,6587
758854675097526272,910,3606
758828659922702336,3891,11374
758740312047005698,1628,5811
758474966123810816,1019,3862
758467244762497024,2247,4863
758405701903519748,1938,5280
758355060040593408,1098,3453
758099635764359168,10144,19361
758041019896193024,380,2737
757741869644341248,3292,6970
757729163776290825,8052,0
757725642876129280,1230,4606
757611664640446465,1120,4627
757597904299253760,301,0
757596066325864448,1071,4399
757400162377592832,6948,15353
757393109802180609,1760,5896
757354760399941633,1442,4580
756998049151549440,2010,6378
756939218950160384,2034,6739
756651752796094464,1325,5131
756526248105566208,3634,10556
756303284449767430,1112,3997
756288534030475264,17668,43347
756275833623502848,1554,6507
755955933503782912,2925,7433
755206590534418437,5421,16680
755110668769038337,11239,21517
754874841593970688,8023,0
754856583969079297,2557,6991
754747087846248448,528,2621
754482103782404096,1977,5373
754449512966619136,737,3798
754120377874386944,2382,7971
753655901052166144,2192,5906
753420520834629632,3622,8004
753398408988139520,1930,5833
753375668877008896,2351,7742
753298634498793472,5777,0
753294487569522689,1057,3420
753039830821511168,21159,37589
753026973505581056,981,3973
752932432744185856,6927,12807
752917284578922496,1605,7006
752701944171524096,2913,0
752682090207055872,1612,6071
752660715232722944,1574,4439
752568224206688256,2304,5581
752519690950500352,3475,7451
752334515931054080,1104,3863
752309394570878976,16486,0
752173152931807232,1861,6030
751950017322246144,933,3108
751937170840121344,1350,5266
751830394383790080,1969,5876
751793661361422336,2929,5906
751598357617971201,3069,8014
751583847268179968,1123,4448
751538714308972544,1279,5098
751456908746354688,1011,3260
751251247299190784,5943,12674
751205363882532864,1843,6395
751132876104687617,1314,5133
750868782890057730,1382,4844
750719632563142656,5097,13336
750506206503038976,1153,4486
750429297815552001,4321,13322
750383411068534784,1160,4608
750381685133418496,28,711
750147208377409536,970,3148
750132105863102464,1306,3665
750117059602808832,1329,4380
750101899009982464,854,3072
750086836815486976,540,2198
750071704093859840,3379,7931
750056684286914561,904,3194
750041628174217216,626,3218
750026558547456000,797,2749
750011400160841729,910,3276
749996283729883136,826,3101
749981277374128128,2484,5175
749774190421639168,1329,4697
749417653287129088,1660,6168
749403093750648834,542,2651
749395845976588288,3473,8668
749317047558017024,2253,5550
749075273010798592,2089,5808
749064354620928000,1538,4848
749036806121881602,799,3116
748977405889503236,3416,10870
748932637671223296,2274,5872
748705597323898880,958,2799
748699167502000129,1603,4799
748692773788876800,1340,4286
748575535303884801,1988,6140
748568946752774144,672,2215
748346686624440324,1236,5270
748337862848962560,4146,7716
748324050481647620,769,3709
748307329658011649,716,3700
748220828303695873,7862,14288
747963614829678593,2162,5814
747933425676525569,2566,6669
747885874273214464,982,2968
747844099428986880,753,2840
747816857231626240,1171,4890
747651430853525504,158,1403
747648653817413632,5903,13024
747600769478692864,555,2344
747594051852075008,1060,3711
747512671126323200,1622,5592
747461612269887489,1048,3909
747439450712596480,1928,5471
747242308580548608,2918,0
747219827526344708,1583,5306
747204161125646336,929,3401
747103485104099331,3990,9647
746906459439529985,300,2916
746872823977771008,2143,6033
746818907684614144,1750,5345
746790600704425984,1612,4916
746757706116112384,3940,9661
746726898085036033,1807,6096
746542875601690625,1890,5078
746521445350707200,987,0
746507379341139972,1086,4690
746369468511756288,1638,6219
746131877086527488,2216,6960
746056683365994496,813,3580
745789745784041472,1075,4059
745712589599014916,2347,7061
745433870967832576,2557,7131
745422732645535745,2449,8639
745314880350101504,2767,7239
745074613265149952,3534,7904
745057283344719872,2277,7305
744995568523612160,625,2985
744971049620602880,2705,7934
744709971296780288,1572,5646
744334592493166593,2129,6832
744234799360020481,78412,157536
744223424764059648,370,1677
743980027717509120,1098,4199
743895849529389061,963,3661
743835915802583040,2094,0
743609206067040256,1386,4502
743595368194129920,6574,18525
743545585370791937,944,3545
743510151680958465,3739,7958
743253157753532416,1232,4254
743222593470234624,1912,6245
743210557239623680,1373,3857
742534281772302336,3592,7105
742528092657332225,1993,4452
742465774154047488,3918,7300
742423170473463808,3795,9873
742385895052087300,1978,6840
742161199639494656,1385,4369
742150209887731712,1559,5159
741793263812808706,1517,4564
741743634094141440,2769,8208
741438259667034112,839,3699
741303864243200000,3220,8828
741099773336379392,5539,10050
741067306818797568,3114,9545
740995100998766593,2759,6419
740711788199743490,942,3425
740699697422163968,790,2865
740676976021798912,6848,18263
740373189193256964,13352,35173
740365076218183684,432,2474
740359016048689152,870,3310
740214038584557568,1973,6716
739979191639244800,5935,20075
739932936087216128,1079,4066
739844404073074688,856,3827
739623569819336705,1359,3796
739606147276148736,1658,5397
739544079319588864,21347,39757
739485634323156992,2931,7181
739238157791694849,58124,116277
738891149612572673,6,112
738885046782832640,1146,3785
738883359779196928,794,3323
738537504001953792,1546,5115
738402415918125056,841,3257
738184450748633089,1210,4333
738166403467907072,3365,8820
738156290900254721,649,2516
737826014890496000,1774,5287
737800304142471168,3466,10023
737678689543020544,1326,5061
737445876994609152,4471,10306
737322739594330112,813,3625
737310737551491075,7436,14736
736736130620620800,1736,4286
736392552031657984,7408,17740
736365877722001409,1253,3998
736225175608430592,2788,8162
736010884653420544,2996,7918
735991953473572864,1155,3611
735648611367784448,1106,4037
735635087207878657,2349,6195
735274964362878976,5046,13049
735256018284875776,885,3347
735137028879360001,972,3137
734912297295085568,527,2757
734787690684657664,6289,12605
734776360183431168,546,2514
734559631394082816,396,1491
733828123016450049,782,3584
733822306246479872,1020,3686
733482008106668032,955,3148
733460102733135873,1284,4207
733109485275860992,16914,50358
732732193018155009,536,2449
732726085725589504,890,3558
732585889486888962,778,3674
